"event","quarter","id","industry","bin","p","time","Year","Quarter","resolution","realization","binL","binH","binValue"
1976.5,2,7,"#N/A",1,0.01,1976.375,NA,NA,1,NA,1,1,1
1976.75,1,7,"#N/A",1,0.05,1976.125,NA,NA,1,NA,1,1,1
1976.75,2,7,"#N/A",1,0.01,1976.375,NA,NA,1,NA,1,1,1
1976.75,3,7,"#N/A",1,0.01,1976.625,NA,NA,1,NA,1,1,1
1977,1,7,"#N/A",1,0.05,1976.125,NA,NA,1,NA,1,1,1
1977,2,7,"#N/A",1,0.01,1976.375,NA,NA,1,NA,1,1,1
1977,3,7,"#N/A",1,0.03,1976.625,NA,NA,1,NA,1,1,1
1977,4,7,"#N/A",1,0.05,1976.875,NA,NA,1,NA,1,1,1
1977.25,1,7,"#N/A",1,0.08,1976.125,NA,NA,1,NA,1,1,1
1977.25,2,7,"#N/A",1,0.02,1976.375,NA,NA,1,NA,1,1,1
1977.25,3,7,"#N/A",1,0.05,1976.625,NA,NA,1,NA,1,1,1
1977.25,4,7,"#N/A",1,0.01,1976.875,NA,NA,1,NA,1,1,1
1977.25,1,7,"#N/A",1,0.05,1977.125,NA,NA,1,NA,1,1,1
1977.5,2,7,"#N/A",1,0.02,1976.375,NA,NA,1,NA,1,1,1
1977.5,3,7,"#N/A",1,0.08,1976.625,NA,NA,1,NA,1,1,1
1977.5,4,7,"#N/A",1,0.01,1976.875,NA,NA,1,NA,1,1,1
1977.5,1,7,"#N/A",1,0.01,1977.125,NA,NA,1,NA,1,1,1
1977.75,3,7,"#N/A",1,0.15,1976.625,NA,NA,1,NA,1,1,1
1977.75,4,7,"#N/A",1,0.05,1976.875,NA,NA,1,NA,1,1,1
1977.75,1,7,"#N/A",1,0.01,1977.125,NA,NA,1,NA,1,1,1
1977.75,2,7,"#N/A",1,0.02,1977.375,NA,NA,1,NA,1,1,1
1978,4,7,"#N/A",1,0.05,1976.875,1977,4,1,1,1,1,1
1978,1,7,"#N/A",1,0.05,1977.125,1977,4,1,1,1,1,1
1978,2,7,"#N/A",1,0.05,1977.375,1977,4,1,1,1,1,1
1978,4,7,"#N/A",1,0.15,1977.875,1977,4,1,1,1,1,1
1978,5,7,"#N/A",1,1,1977.999,1977,4,2,1,1,1,1
1978.25,1,7,"#N/A",1,0.05,1977.125,NA,NA,1,NA,1,1,1
1978.25,2,7,"#N/A",1,0.1,1977.375,NA,NA,1,NA,1,1,1
1978.25,4,7,"#N/A",1,0.1,1977.875,NA,NA,1,NA,1,1,1
1978.25,1,7,"#N/A",1,0.02,1978.125,NA,NA,1,NA,1,1,1
1978.5,2,7,"#N/A",1,0.1,1977.375,NA,NA,1,NA,1,1,1
1978.5,4,7,"#N/A",1,0.1,1977.875,NA,NA,1,NA,1,1,1
1978.5,1,7,"#N/A",1,0.05,1978.125,NA,NA,1,NA,1,1,1
1978.75,4,7,"#N/A",1,0.12,1977.875,NA,NA,1,NA,1,1,1
1978.75,1,7,"#N/A",1,0.1,1978.125,NA,NA,1,NA,1,1,1
1978.75,2,7,"#N/A",1,0.05,1978.375,NA,NA,1,NA,1,1,1
1978.75,3,7,"#N/A",1,0.01,1978.625,NA,NA,1,NA,1,1,1
1979,4,7,"#N/A",1,0.15,1977.875,NA,NA,1,NA,1,1,1
1979,1,7,"#N/A",1,0.15,1978.125,NA,NA,1,NA,1,1,1
1979,2,7,"#N/A",1,0.07,1978.375,NA,NA,1,NA,1,1,1
1979,3,7,"#N/A",1,0.05,1978.625,NA,NA,1,NA,1,1,1
1979.25,1,7,"#N/A",1,0.15,1978.125,NA,NA,1,NA,1,1,1
1979.25,2,7,"#N/A",1,0.1,1978.375,NA,NA,1,NA,1,1,1
1979.25,3,7,"#N/A",1,0.2,1978.625,NA,NA,1,NA,1,1,1
1979.25,4,7,"#N/A",1,0.1,1978.875,NA,NA,1,NA,1,1,1
1979.5,2,7,"#N/A",1,0.15,1978.375,NA,NA,1,NA,1,1,1
1979.5,3,7,"#N/A",1,0.2,1978.625,NA,NA,1,NA,1,1,1
1979.5,4,7,"#N/A",1,0.25,1978.875,NA,NA,1,NA,1,1,1
1979.5,2,7,"#N/A",1,0.01,1979.375,NA,NA,1,NA,1,1,1
1979.75,3,7,"#N/A",1,0.2,1978.625,NA,NA,1,NA,1,1,1
1979.75,4,7,"#N/A",1,0.25,1978.875,NA,NA,1,NA,1,1,1
1979.75,2,7,"#N/A",1,0.15,1979.375,NA,NA,1,NA,1,1,1
1980,4,7,"#N/A",1,0.25,1978.875,NA,NA,1,NA,1,1,1
1980,2,7,"#N/A",1,0.25,1979.375,NA,NA,1,NA,1,1,1
1980,4,7,"#N/A",1,0.7,1979.875,NA,NA,1,NA,1,1,1
1980.25,2,7,"#N/A",1,0.25,1979.375,NA,NA,1,NA,1,1,1
1980.25,4,7,"#N/A",1,0.9,1979.875,NA,NA,1,NA,1,1,1
1980.25,1,7,"#N/A",1,0.5,1980.125,NA,NA,1,NA,1,1,1
1980.5,2,7,"#N/A",1,0.25,1979.375,1980,2,1,1,1,1,1
1980.5,4,7,"#N/A",1,0.65,1979.875,1980,2,1,1,1,1,1
1980.5,1,7,"#N/A",1,0.65,1980.125,1980,2,1,1,1,1,1
1980.5,2,7,"#N/A",1,0.99,1980.375,1980,2,1,1,1,1,1
1980.5,5,7,"#N/A",1,1,1980.499,1980,2,2,1,1,1,1
1980.75,4,7,"#N/A",1,0.3,1979.875,1980,3,1,1,1,1,1
1980.75,1,7,"#N/A",1,0.65,1980.125,1980,3,1,1,1,1,1
1980.75,2,7,"#N/A",1,0.9,1980.375,1980,3,1,1,1,1,1
1980.75,3,7,"#N/A",1,0.9,1980.625,1980,3,1,1,1,1,1
1980.75,5,7,"#N/A",1,1,1980.749,1980,3,2,1,1,1,1
1981,4,7,"#N/A",1,0.2,1979.875,NA,NA,1,NA,1,1,1
1981,1,7,"#N/A",1,0.3,1980.125,NA,NA,1,NA,1,1,1
1981,2,7,"#N/A",1,0.7,1980.375,NA,NA,1,NA,1,1,1
1981,3,7,"#N/A",1,0.7,1980.625,NA,NA,1,NA,1,1,1
1981,4,7,"#N/A",1,0.1,1980.875,NA,NA,1,NA,1,1,1
1981.25,1,7,"#N/A",1,0.3,1980.125,NA,NA,1,NA,1,1,1
1981.25,2,7,"#N/A",1,0.4,1980.375,NA,NA,1,NA,1,1,1
1981.25,3,7,"#N/A",1,0.2,1980.625,NA,NA,1,NA,1,1,1
1981.25,4,7,"#N/A",1,0.3,1980.875,NA,NA,1,NA,1,1,1
1981.25,1,7,"#N/A",1,0.15,1981.125,NA,NA,1,NA,1,1,1
1981.5,2,7,"#N/A",1,0.15,1980.375,1981,2,1,1,1,1,1
1981.5,3,7,"#N/A",1,0.1,1980.625,1981,2,1,1,1,1,1
1981.5,4,7,"#N/A",1,0.15,1980.875,1981,2,1,1,1,1,1
1981.5,1,7,"#N/A",1,0.3,1981.125,1981,2,1,1,1,1,1
1981.5,2,7,"#N/A",1,0.4,1981.375,1981,2,1,1,1,1,1
1981.5,5,7,"#N/A",1,1,1981.499,1981,2,2,1,1,1,1
1981.75,3,7,"#N/A",1,0.05,1980.625,NA,NA,1,NA,1,1,1
1981.75,4,7,"#N/A",1,0.05,1980.875,NA,NA,1,NA,1,1,1
1981.75,1,7,"#N/A",1,0.1,1981.125,NA,NA,1,NA,1,1,1
1981.75,2,7,"#N/A",1,0.3,1981.375,NA,NA,1,NA,1,1,1
1982,4,7,"#N/A",1,0.05,1980.875,1981,4,1,1,1,1,1
1982,1,7,"#N/A",1,0.05,1981.125,1981,4,1,1,1,1,1
1982,2,7,"#N/A",1,0.2,1981.375,1981,4,1,1,1,1,1
1982,4,7,"#N/A",1,0.9,1981.875,1981,4,1,1,1,1,1
1982,5,7,"#N/A",1,1,1981.999,1981,4,2,1,1,1,1
1982.25,1,7,"#N/A",1,0.02,1981.125,1982,1,1,1,1,1,1
1982.25,2,7,"#N/A",1,0.15,1981.375,1982,1,1,1,1,1,1
1982.25,4,7,"#N/A",1,0.5,1981.875,1982,1,1,1,1,1,1
1982.25,5,7,"#N/A",1,1,1982.249,1982,1,2,1,1,1,1
1982.5,2,7,"#N/A",1,0.15,1981.375,NA,NA,1,NA,1,1,1
1982.5,4,7,"#N/A",1,0.3,1981.875,NA,NA,1,NA,1,1,1
1982.75,4,7,"#N/A",1,0.05,1981.875,1982,3,1,1,1,1,1
1982.75,5,7,"#N/A",1,1,1982.749,1982,3,2,1,1,1,1
1983,4,7,"#N/A",1,0.05,1981.875,NA,NA,1,NA,1,1,1
1969.25,4,8,"#N/A",1,0.75,1968.875,NA,NA,1,NA,1,1,1
1969.5,4,8,"#N/A",1,0.25,1968.875,NA,NA,1,NA,1,1,1
1970,4,8,"#N/A",1,0.5,1969.875,1969,4,1,1,1,1,1
1970,5,8,"#N/A",1,1,1969.999,1969,4,2,1,1,1,1
1970.25,4,8,"#N/A",1,0.5,1969.875,1970,1,1,1,1,1,1
1970.25,1,8,"#N/A",1,0.5,1970.125,1970,1,1,1,1,1,1
1970.25,5,8,"#N/A",1,1,1970.249,1970,1,2,1,1,1,1
1970.5,4,8,"#N/A",1,0.5,1969.875,NA,NA,1,NA,1,1,1
1970.5,1,8,"#N/A",1,0.5,1970.125,NA,NA,1,NA,1,1,1
1970.5,2,8,"#N/A",1,0.3,1970.375,NA,NA,1,NA,1,1,1
1970.75,2,8,"#N/A",1,0.2,1970.375,NA,NA,1,NA,1,1,1
1971,2,8,"#N/A",1,0.2,1970.375,1970,4,1,1,1,1,1
1971,5,8,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1972.25,1,8,"#N/A",1,0.15,1972.125,NA,NA,1,NA,1,1,1
1972.5,1,8,"#N/A",1,0.1,1972.125,NA,NA,1,NA,1,1,1
1972.75,1,8,"#N/A",1,0.2,1972.125,NA,NA,1,NA,1,1,1
1972.75,2,8,"#N/A",1,0.2,1972.375,NA,NA,1,NA,1,1,1
1973,1,8,"#N/A",1,0.2,1972.125,NA,NA,1,NA,1,1,1
1973,2,8,"#N/A",1,0.25,1972.375,NA,NA,1,NA,1,1,1
1973.25,1,8,"#N/A",1,0.3,1972.125,NA,NA,1,NA,1,1,1
1973.25,2,8,"#N/A",1,0.3,1972.375,NA,NA,1,NA,1,1,1
1973.25,3,8,"#N/A",1,0.1,1972.625,NA,NA,1,NA,1,1,1
1973.5,2,8,"#N/A",1,0.3,1972.375,NA,NA,1,NA,1,1,1
1973.5,3,8,"#N/A",1,0.1,1972.625,NA,NA,1,NA,1,1,1
1973.5,4,8,"#N/A",1,0.1,1972.875,NA,NA,1,NA,1,1,1
1973.75,3,8,"#N/A",1,0.2,1972.625,1973,3,1,1,1,1,1
1973.75,4,8,"#N/A",1,0.1,1972.875,1973,3,1,1,1,1,1
1973.75,1,8,"#N/A",1,0.05,1973.125,1973,3,1,1,1,1,1
1973.75,5,8,"#N/A",1,1,1973.749,1973,3,2,1,1,1,1
1974,4,8,"#N/A",1,0.2,1972.875,NA,NA,1,NA,1,1,1
1974,1,8,"#N/A",1,0.1,1973.125,NA,NA,1,NA,1,1,1
1974,2,8,"#N/A",1,0.15,1973.375,NA,NA,1,NA,1,1,1
1974,3,8,"#N/A",1,0.05,1973.625,NA,NA,1,NA,1,1,1
1974,4,8,"#N/A",1,0.1,1973.875,NA,NA,1,NA,1,1,1
1974.25,1,8,"#N/A",1,0.15,1973.125,1974,1,1,1,1,1,1
1974.25,2,8,"#N/A",1,0.25,1973.375,1974,1,1,1,1,1,1
1974.25,3,8,"#N/A",1,0.2,1973.625,1974,1,1,1,1,1,1
1974.25,4,8,"#N/A",1,0.5,1973.875,1974,1,1,1,1,1,1
1974.25,1,8,"#N/A",1,0.65,1974.125,1974,1,1,1,1,1,1
1974.25,5,8,"#N/A",1,1,1974.249,1974,1,2,1,1,1,1
1974.5,2,8,"#N/A",1,0.5,1973.375,NA,NA,1,NA,1,1,1
1974.5,3,8,"#N/A",1,0.3,1973.625,NA,NA,1,NA,1,1,1
1974.5,4,8,"#N/A",1,0.6,1973.875,NA,NA,1,NA,1,1,1
1974.5,1,8,"#N/A",1,0.5,1974.125,NA,NA,1,NA,1,1,1
1974.5,2,8,"#N/A",1,0.6,1974.375,NA,NA,1,NA,1,1,1
1974.75,3,8,"#N/A",1,0.4,1973.625,1974,3,1,1,1,1,1
1974.75,4,8,"#N/A",1,0.4,1973.875,1974,3,1,1,1,1,1
1974.75,1,8,"#N/A",1,0.4,1974.125,1974,3,1,1,1,1,1
1974.75,2,8,"#N/A",1,0.4,1974.375,1974,3,1,1,1,1,1
1974.75,3,8,"#N/A",1,0.45,1974.625,1974,3,1,1,1,1,1
1974.75,5,8,"#N/A",1,1,1974.749,1974,3,2,1,1,1,1
1975,4,8,"#N/A",1,0.3,1973.875,1974,4,1,1,1,1,1
1975,1,8,"#N/A",1,0.2,1974.125,1974,4,1,1,1,1,1
1975,2,8,"#N/A",1,0.4,1974.375,1974,4,1,1,1,1,1
1975,3,8,"#N/A",1,0.3,1974.625,1974,4,1,1,1,1,1
1975,4,8,"#N/A",1,0.8,1974.875,1974,4,1,1,1,1,1
1975,5,8,"#N/A",1,1,1974.999,1974,4,2,1,1,1,1
1975.25,1,8,"#N/A",1,0.1,1974.125,1975,1,1,1,1,1,1
1975.25,2,8,"#N/A",1,0.3,1974.375,1975,1,1,1,1,1,1
1975.25,3,8,"#N/A",1,0.3,1974.625,1975,1,1,1,1,1,1
1975.25,4,8,"#N/A",1,0.7,1974.875,1975,1,1,1,1,1,1
1975.25,1,8,"#N/A",1,0.8,1975.125,1975,1,1,1,1,1,1
1975.25,5,8,"#N/A",1,1,1975.249,1975,1,2,1,1,1,1
1975.5,2,8,"#N/A",1,0.1,1974.375,NA,NA,1,NA,1,1,1
1975.5,3,8,"#N/A",1,0.35,1974.625,NA,NA,1,NA,1,1,1
1975.5,4,8,"#N/A",1,0.5,1974.875,NA,NA,1,NA,1,1,1
1975.5,1,8,"#N/A",1,0.5,1975.125,NA,NA,1,NA,1,1,1
1975.75,4,8,"#N/A",1,0.5,1974.875,NA,NA,1,NA,1,1,1
1975.75,1,8,"#N/A",1,0.5,1975.125,NA,NA,1,NA,1,1,1
1976,4,8,"#N/A",1,0.3,1974.875,NA,NA,1,NA,1,1,1
1976,1,8,"#N/A",1,0.4,1975.125,NA,NA,1,NA,1,1,1
1976.25,1,8,"#N/A",1,0.3,1975.125,NA,NA,1,NA,1,1,1
1976.5,1,8,"#N/A",1,0.1,1976.125,NA,NA,1,NA,1,1,1
1976.75,1,8,"#N/A",1,0.2,1976.125,NA,NA,1,NA,1,1,1
1976.75,2,8,"#N/A",1,0.05,1976.375,NA,NA,1,NA,1,1,1
1977,1,8,"#N/A",1,0.3,1976.125,NA,NA,1,NA,1,1,1
1977,2,8,"#N/A",1,0.1,1976.375,NA,NA,1,NA,1,1,1
1977.25,1,8,"#N/A",1,0.3,1976.125,NA,NA,1,NA,1,1,1
1977.25,2,8,"#N/A",1,0.2,1976.375,NA,NA,1,NA,1,1,1
1977.25,3,8,"#N/A",1,0.1,1976.625,NA,NA,1,NA,1,1,1
1977.25,4,8,"#N/A",1,0.05,1976.875,NA,NA,1,NA,1,1,1
1977.25,1,8,"#N/A",1,0.2,1977.125,NA,NA,1,NA,1,1,1
1977.5,2,8,"#N/A",1,0.2,1976.375,NA,NA,1,NA,1,1,1
1977.5,3,8,"#N/A",1,0.1,1976.625,NA,NA,1,NA,1,1,1
1977.5,4,8,"#N/A",1,0.1,1976.875,NA,NA,1,NA,1,1,1
1977.5,1,8,"#N/A",1,0.1,1977.125,NA,NA,1,NA,1,1,1
1977.75,3,8,"#N/A",1,0.2,1976.625,NA,NA,1,NA,1,1,1
1977.75,4,8,"#N/A",1,0.2,1976.875,NA,NA,1,NA,1,1,1
1978,4,8,"#N/A",1,0.15,1976.875,1977,4,1,1,1,1,1
1978,2,8,"#N/A",1,0.1,1977.375,1977,4,1,1,1,1,1
1978,5,8,"#N/A",1,1,1977.999,1977,4,2,1,1,1,1
1978.25,1,8,"#N/A",1,0.1,1977.125,NA,NA,1,NA,1,1,1
1978.25,2,8,"#N/A",1,0.2,1977.375,NA,NA,1,NA,1,1,1
1978.25,3,8,"#N/A",1,0.1,1977.625,NA,NA,1,NA,1,1,1
1978.25,4,8,"#N/A",1,0.1,1977.875,NA,NA,1,NA,1,1,1
1978.5,2,8,"#N/A",1,0.2,1977.375,NA,NA,1,NA,1,1,1
1978.5,3,8,"#N/A",1,0.2,1977.625,NA,NA,1,NA,1,1,1
1978.5,4,8,"#N/A",1,0.2,1977.875,NA,NA,1,NA,1,1,1
1978.5,1,8,"#N/A",1,0.1,1978.125,NA,NA,1,NA,1,1,1
1978.75,3,8,"#N/A",1,0.3,1977.625,NA,NA,1,NA,1,1,1
1978.75,4,8,"#N/A",1,0.3,1977.875,NA,NA,1,NA,1,1,1
1978.75,1,8,"#N/A",1,0.1,1978.125,NA,NA,1,NA,1,1,1
1978.75,2,8,"#N/A",1,0.1,1978.375,NA,NA,1,NA,1,1,1
1979,4,8,"#N/A",1,0.4,1977.875,NA,NA,1,NA,1,1,1
1979,1,8,"#N/A",1,0.2,1978.125,NA,NA,1,NA,1,1,1
1979,2,8,"#N/A",1,0.2,1978.375,NA,NA,1,NA,1,1,1
1979,3,8,"#N/A",1,0.1,1978.625,NA,NA,1,NA,1,1,1
1979.25,1,8,"#N/A",1,0.2,1978.125,NA,NA,1,NA,1,1,1
1979.25,2,8,"#N/A",1,0.3,1978.375,NA,NA,1,NA,1,1,1
1979.25,3,8,"#N/A",1,0.3,1978.625,NA,NA,1,NA,1,1,1
1979.25,4,8,"#N/A",1,0.3,1978.875,NA,NA,1,NA,1,1,1
1979.25,1,8,"#N/A",1,0.1,1979.125,NA,NA,1,NA,1,1,1
1979.5,2,8,"#N/A",1,0.5,1978.375,NA,NA,1,NA,1,1,1
1979.5,3,8,"#N/A",1,0.5,1978.625,NA,NA,1,NA,1,1,1
1979.5,4,8,"#N/A",1,0.4,1978.875,NA,NA,1,NA,1,1,1
1979.5,1,8,"#N/A",1,0.2,1979.125,NA,NA,1,NA,1,1,1
1979.75,3,8,"#N/A",1,0.5,1978.625,NA,NA,1,NA,1,1,1
1979.75,4,8,"#N/A",1,0.4,1978.875,NA,NA,1,NA,1,1,1
1979.75,1,8,"#N/A",1,0.5,1979.125,NA,NA,1,NA,1,1,1
1979.75,2,8,"#N/A",1,0.2,1979.375,NA,NA,1,NA,1,1,1
1979.75,3,8,"#N/A",1,0.9,1979.625,NA,NA,1,NA,1,1,1
1980,4,8,"#N/A",1,0.3,1978.875,NA,NA,1,NA,1,1,1
1980,1,8,"#N/A",1,0.6,1979.125,NA,NA,1,NA,1,1,1
1980,2,8,"#N/A",1,0.3,1979.375,NA,NA,1,NA,1,1,1
1980,3,8,"#N/A",1,0.8,1979.625,NA,NA,1,NA,1,1,1
1980,4,8,"#N/A",1,0.5,1979.875,NA,NA,1,NA,1,1,1
1980.25,1,8,"#N/A",1,0.6,1979.125,NA,NA,1,NA,1,1,1
1980.25,2,8,"#N/A",1,0.5,1979.375,NA,NA,1,NA,1,1,1
1980.25,3,8,"#N/A",1,0.7,1979.625,NA,NA,1,NA,1,1,1
1980.25,4,8,"#N/A",1,0.6,1979.875,NA,NA,1,NA,1,1,1
1980.25,1,8,"#N/A",1,0.5,1980.125,NA,NA,1,NA,1,1,1
1980.5,2,8,"#N/A",1,0.5,1979.375,1980,2,1,1,1,1,1
1980.5,3,8,"#N/A",1,0.4,1979.625,1980,2,1,1,1,1,1
1980.5,4,8,"#N/A",1,0.7,1979.875,1980,2,1,1,1,1,1
1980.5,1,8,"#N/A",1,0.6,1980.125,1980,2,1,1,1,1,1
1980.5,2,8,"#N/A",1,0.9,1980.375,1980,2,1,1,1,1,1
1980.5,5,8,"#N/A",1,1,1980.499,1980,2,2,1,1,1,1
1980.75,3,8,"#N/A",1,0.3,1979.625,1980,3,1,1,1,1,1
1980.75,4,8,"#N/A",1,0.6,1979.875,1980,3,1,1,1,1,1
1980.75,1,8,"#N/A",1,0.6,1980.125,1980,3,1,1,1,1,1
1980.75,2,8,"#N/A",1,0.8,1980.375,1980,3,1,1,1,1,1
1980.75,5,8,"#N/A",1,1,1980.749,1980,3,2,1,1,1,1
1981,4,8,"#N/A",1,0.4,1979.875,NA,NA,1,NA,1,1,1
1981,1,8,"#N/A",1,0.5,1980.125,NA,NA,1,NA,1,1,1
1981,2,8,"#N/A",1,0.7,1980.375,NA,NA,1,NA,1,1,1
1981.25,1,8,"#N/A",1,0.4,1980.125,NA,NA,1,NA,1,1,1
1981.25,2,8,"#N/A",1,0.4,1980.375,NA,NA,1,NA,1,1,1
1981.5,2,8,"#N/A",1,0.3,1980.375,1981,2,1,1,1,1,1
1981.5,1,8,"#N/A",1,0.5,1981.125,1981,2,1,1,1,1,1
1981.5,5,8,"#N/A",1,1,1981.499,1981,2,2,1,1,1,1
1982,5,8,"#N/A",1,1,1981.999,1981,4,2,1,1,1,1
1982.25,2,8,"#N/A",1,0.1,1981.375,1982,1,1,1,1,1,1
1982.25,5,8,"#N/A",1,1,1982.249,1982,1,2,1,1,1,1
1982.5,2,8,"#N/A",1,0.1,1981.375,NA,NA,1,NA,1,1,1
1969,4,9,"#N/A",1,0.01,1968.875,NA,NA,1,NA,1,1,1
1969.25,4,9,"#N/A",1,0.1,1968.875,NA,NA,1,NA,1,1,1
1969.25,1,9,"#N/A",1,0.1,1969.125,NA,NA,1,NA,1,1,1
1969.5,4,9,"#N/A",1,0.2,1968.875,NA,NA,1,NA,1,1,1
1969.5,1,9,"#N/A",1,0.2,1969.125,NA,NA,1,NA,1,1,1
1969.75,4,9,"#N/A",1,0.25,1968.875,NA,NA,1,NA,1,1,1
1969.75,1,9,"#N/A",1,0.2,1969.125,NA,NA,1,NA,1,1,1
1969.75,2,9,"#N/A",1,0.05,1969.375,NA,NA,1,NA,1,1,1
1970,4,9,"#N/A",1,0.25,1968.875,1969,4,1,1,1,1,1
1970,1,9,"#N/A",1,0.1,1969.125,1969,4,1,1,1,1,1
1970,2,9,"#N/A",1,0.2,1969.375,1969,4,1,1,1,1,1
1970,4,9,"#N/A",1,0.25,1969.875,1969,4,1,1,1,1,1
1970,5,9,"#N/A",1,1,1969.999,1969,4,2,1,1,1,1
1970.25,2,9,"#N/A",1,0.35,1969.375,1970,1,1,1,1,1,1
1970.25,4,9,"#N/A",1,0.3,1969.875,1970,1,1,1,1,1,1
1970.25,1,9,"#N/A",1,0.35,1970.125,1970,1,1,1,1,1,1
1970.25,5,9,"#N/A",1,1,1970.249,1970,1,2,1,1,1,1
1970.5,2,9,"#N/A",1,0.2,1969.375,NA,NA,1,NA,1,1,1
1970.5,4,9,"#N/A",1,0.4,1969.875,NA,NA,1,NA,1,1,1
1970.5,1,9,"#N/A",1,0.4,1970.125,NA,NA,1,NA,1,1,1
1970.75,4,9,"#N/A",1,0.4,1969.875,NA,NA,1,NA,1,1,1
1970.75,1,9,"#N/A",1,0.45,1970.125,NA,NA,1,NA,1,1,1
1971,4,9,"#N/A",1,0.4,1969.875,1970,4,1,1,1,1,1
1971,1,9,"#N/A",1,0.45,1970.125,1970,4,1,1,1,1,1
1971,5,9,"#N/A",1,1,1970.999,1970,4,2,1,1,1,1
1982,4,9,"#N/A",1,0.6,1981.875,1981,4,1,1,1,1,1
1982,5,9,"#N/A",1,1,1981.999,1981,4,2,1,1,1,1
1982.25,4,9,"#N/A",1,0.5,1981.875,1982,1,1,1,1,1,1
1982.25,1,9,"#N/A",1,0.5,1982.125,1982,1,1,1,1,1,1
1982.25,5,9,"#N/A",1,1,1982.249,1982,1,2,1,1,1,1
1982.5,4,9,"#N/A",1,0.4,1981.875,NA,NA,1,NA,1,1,1
1982.5,1,9,"#N/A",1,0.4,1982.125,NA,NA,1,NA,1,1,1
1982.5,2,9,"#N/A",1,0.5,1982.375,NA,NA,1,NA,1,1,1
1982.75,4,9,"#N/A",1,0.4,1981.875,1982,3,1,1,1,1,1
1982.75,1,9,"#N/A",1,0.3,1982.125,1982,3,1,1,1,1,1
1982.75,2,9,"#N/A",1,0.5,1982.375,1982,3,1,1,1,1,1
1982.75,5,9,"#N/A",1,1,1982.749,1982,3,2,1,1,1,1
1983,4,9,"#N/A",1,0.3,1981.875,NA,NA,1,NA,1,1,1
1983,1,9,"#N/A",1,0.3,1982.125,NA,NA,1,NA,1,1,1
1983,2,9,"#N/A",1,0.4,1982.375,NA,NA,1,NA,1,1,1
1983,3,9,"#N/A",1,0.4,1982.625,NA,NA,1,NA,1,1,1
1983,4,9,"#N/A",1,0.1,1982.875,NA,NA,1,NA,1,1,1
1983.25,1,9,"#N/A",1,0.3,1982.125,NA,NA,1,NA,1,1,1
1983.25,2,9,"#N/A",1,0.4,1982.375,NA,NA,1,NA,1,1,1
1983.25,3,9,"#N/A",1,0.25,1982.625,NA,NA,1,NA,1,1,1
1983.25,4,9,"#N/A",1,0.5,1982.875,NA,NA,1,NA,1,1,1
1983.25,1,9,"#N/A",1,0.4,1983.125,NA,NA,1,NA,1,1,1
1983.5,2,9,"#N/A",1,0.4,1982.375,NA,NA,1,NA,1,1,1
1983.5,3,9,"#N/A",1,0.25,1982.625,NA,NA,1,NA,1,1,1
1983.5,4,9,"#N/A",1,0.5,1982.875,NA,NA,1,NA,1,1,1
1983.5,1,9,"#N/A",1,0.3,1983.125,NA,NA,1,NA,1,1,1
1983.75,3,9,"#N/A",1,0.25,1982.625,NA,NA,1,NA,1,1,1
1983.75,4,9,"#N/A",1,0.5,1982.875,NA,NA,1,NA,1,1,1
1983.75,1,9,"#N/A",1,0.3,1983.125,NA,NA,1,NA,1,1,1
1983.75,2,9,"#N/A",1,0.1,1983.375,NA,NA,1,NA,1,1,1
1984,4,9,"#N/A",1,0.5,1982.875,NA,NA,1,NA,1,1,1
1984,1,9,"#N/A",1,0.3,1983.125,NA,NA,1,NA,1,1,1
1984,2,9,"#N/A",1,0.2,1983.375,NA,NA,1,NA,1,1,1
1984,3,9,"#N/A",1,0.25,1983.625,NA,NA,1,NA,1,1,1
1984.25,1,9,"#N/A",1,0.3,1983.125,NA,NA,1,NA,1,1,1
1984.25,2,9,"#N/A",1,0.25,1983.375,NA,NA,1,NA,1,1,1
1984.25,3,9,"#N/A",1,0.25,1983.625,NA,NA,1,NA,1,1,1
1984.25,4,9,"#N/A",1,0.2,1983.875,NA,NA,1,NA,1,1,1
1984.5,2,9,"#N/A",1,0.25,1983.375,NA,NA,1,NA,1,1,1
1984.5,3,9,"#N/A",1,0.4,1983.625,NA,NA,1,NA,1,1,1
1984.5,4,9,"#N/A",1,0.3,1983.875,NA,NA,1,NA,1,1,1
1984.5,1,9,"#N/A",1,0.1,1984.125,NA,NA,1,NA,1,1,1
1984.5,2,9,"#N/A",1,0.1,1984.375,NA,NA,1,NA,1,1,1
1984.75,3,9,"#N/A",1,0.4,1983.625,NA,NA,1,NA,1,1,1
1984.75,4,9,"#N/A",1,0.3,1983.875,NA,NA,1,NA,1,1,1
1984.75,1,9,"#N/A",1,0.4,1984.125,NA,NA,1,NA,1,1,1
1984.75,2,9,"#N/A",1,0.3,1984.375,NA,NA,1,NA,1,1,1
1985,4,9,"#N/A",1,0.3,1983.875,NA,NA,1,NA,1,1,1
1985,1,9,"#N/A",1,0.5,1984.125,NA,NA,1,NA,1,1,1
1985,2,9,"#N/A",1,0.3,1984.375,NA,NA,1,NA,1,1,1
1985,4,9,"#N/A",1,0.25,1984.875,NA,NA,1,NA,1,1,1
1985.25,1,9,"#N/A",1,0.5,1984.125,NA,NA,1,NA,1,1,1
1985.25,2,9,"#N/A",1,0.5,1984.375,NA,NA,1,NA,1,1,1
